transaction_id,account_id,instrument_id,payout_destination_id,timestamp,amount,currency,transaction_type,status,merchant_id,merchant_category,ip_address,device_id
TXN_002335,ACC_000330,INST_000517,,2026-06-11T08:08:10+00:00,130.67,USD,p2p_transfer,settled,Direct P2P Transfer,p2p_transfer,205.6.212.75,dev_user_753c8509d67e
TXN_002402,ACC_000344,INST_000536,,2026-06-11T14:28:54+00:00,66.76,USD,purchase,settled,Airbnb Reservations,travel,205.7.128.171,dev_user_eee7a4c4c5c5
TXN_001839,ACC_000243,INST_000395,,2026-06-11T16:36:11+00:00,211.78,USD,deposit,settled,Coinbase Exchange,crypto_exchange,203.50.81.1,dev_user_f1ddf2553cfe
TXN_001427,ACC_000167,INST_000285,,2026-06-11T18:35:34+00:00,129.83,USD,purchase,settled,Walmart Online,retail,73.189.44.120,dev_family_ipad_kitchen
TXN_001140,ACC_000146,INST_000264,,2026-06-11T23:04:12+00:00,36.07,USD,purchase,settled,DoorDash,food_delivery,198.51.100.45,dev_student_laptop_6759cd1c
TXN_003179,ACC_000484,INST_000739,,2026-06-12T02:30:01+00:00,4.98,USD,purchase,settled,Walmart Online,retail,109.10.70.200,dev_user_3aa1a929b24f
TXN_001760,ACC_000227,INST_000369,,2026-06-12T03:13:24+00:00,18.72,USD,purchase,settled,Walmart Online,retail,174.157.170.155,dev_user_1a12aaab48eb
TXN_001632,ACC_000208,INST_000338,,2026-06-12T08:23:50+00:00,44.29,USD,purchase,settled,Steam Games,gaming,183.176.187.209,dev_user_02abc293a03a
TXN_002878,ACC_000430,INST_000661,,2026-06-12T13:07:09+00:00,69.57,USD,purchase,settled,Platform Promo Bonus,promo_reward,44.160.246.169,dev_user_5d163c4be50c
TXN_002491,ACC_000361,INST_000557,,2026-06-12T15:40:24+00:00,258.07,USD,purchase,settled,Delta Airlines,travel,217.49.28.131,dev_user_8dd1ee1a026e
TXN_002635,ACC_000385,,,2026-06-12T22:02:53+00:00,765.42,USD,withdrawal,settled,Kraken Pay,crypto_exchange,195.72.92.111,dev_user_cc897801d8f0
TXN_001430,ACC_000167,INST_000285,,2026-06-12T23:16:40+00:00,69.54,USD,purchase,settled,Walmart Online,retail,73.189.44.120,dev_family_ipad_kitchen
TXN_001129,ACC_000145,INST_000263,,2026-06-13T00:05:28+00:00,30.79,USD,purchase,declined_insufficient_funds,Target Digital,retail,198.51.100.45,dev_student_laptop_cee9a40e
TXN_001098,ACC_000142,INST_000260,,2026-06-13T01:25:04+00:00,42.87,USD,purchase,settled,DoorDash,food_delivery,198.51.100.45,dev_student_laptop_8adf3ce1
TXN_002489,ACC_000361,INST_000557,,2026-06-13T07:22:40+00:00,71.75,USD,p2p_transfer,settled,Direct P2P Transfer,p2p_transfer,217.49.28.131,dev_user_8dd1ee1a026e
TXN_001158,ACC_000147,INST_000265,,2026-06-13T07:55:48+00:00,21.45,USD,purchase,settled,Target Digital,retail,198.51.100.45,dev_student_laptop_ae7aa558
TXN_002171,ACC_000301,INST_000477,,2026-06-13T13:00:36+00:00,40.63,USD,purchase,settled,Walmart Online,retail,55.193.240.105,dev_user_6bc72af5ae94
TXN_003351,ACC_000518,INST_000786,,2026-06-13T14:21:06+00:00,296.14,USD,purchase,settled,Airbnb Reservations,travel,120.236.143.241,dev_user_5d6b4b1cc52b
TXN_001266,ACC_000154,INST_000272,,2026-06-14T01:10:20+00:00,60.71,USD,purchase,settled,DoorDash,food_delivery,198.51.100.45,dev_student_laptop_98275cf3
TXN_001854,ACC_000246,INST_000398,,2026-06-14T11:59:08+00:00,24.47,USD,purchase,settled,PlayStation Network,gaming,87.106.53.180,dev_user_4341812173fb
TXN_001879,ACC_000252,INST_000405,,2026-06-14T13:31:27+00:00,260.42,USD,deposit,settled,Kraken Pay,crypto_exchange,179.187.207.45,dev_user_1c2477f2fdda
TXN_003645,ACC_000569,INST_000857,,2026-06-14T14:54:56+00:00,147.25,USD,purchase,settled,Apex Property Management,real_estate,217.121.3.130,dev_user_9889f154ea98
TXN_001759,ACC_000227,INST_000369,,2026-06-14T15:07:40+00:00,5.54,USD,purchase,settled,Walmart Online,retail,174.157.170.155,dev_user_1a12aaab48eb
TXN_001871,ACC_000250,INST_000402,,2026-06-14T16:22:40+00:00,275.67,USD,purchase,failed,Delta Airlines,travel,165.241.142.88,dev_user_f68e1a173c9b
TXN_002662,ACC_000391,INST_000599,,2026-06-15T00:24:21+00:00,63.91,USD,purchase,settled,Steam Games,gaming,207.213.204.161,dev_user_4adba0d50f1e
TXN_002177,ACC_000301,INST_000477,,2026-06-15T12:36:43+00:00,187.52,USD,purchase,settled,Platform Promo Bonus,promo_reward,55.193.240.105,dev_user_6bc72af5ae94
TXN_001891,ACC_000254,INST_000408,,2026-06-15T17:56:50+00:00,20.66,USD,purchase,settled,DoorDash,food_delivery,156.117.229.153,dev_user_8a0ec6f27458
TXN_003402,ACC_000526,INST_000801,,2026-06-16T02:52:21+00:00,55.02,USD,purchase,settled,Platform Promo Bonus,promo_reward,118.91.144.233,dev_user_ff9ff9cae44a
TXN_002880,ACC_000430,INST_000661,,2026-06-16T16:51:56+00:00,51.59,USD,purchase,settled,PlayStation Network,gaming,44.160.246.169,dev_user_5d163c4be50c
TXN_001202,ACC_000150,INST_000268,,2026-06-16T18:16:45+00:00,42.04,USD,purchase,settled,Starbucks Rewards,dining,198.51.100.45,dev_student_laptop_504e21d6
TXN_002027,ACC_000276,INST_000441,,2026-06-16T21:43:23+00:00,34.88,USD,purchase,settled,Walmart Online,retail,185.222.146.88,dev_user_a46030cf7c96
TXN_001560,ACC_000193,INST_000313,,2026-06-16T23:24:33+00:00,167.07,USD,purchase,settled,Delta Airlines,travel,28.118.152.17,dev_user_2fe27c3b4f32
TXN_001622,ACC_000205,INST_000332,,2026-06-17T00:18:25+00:00,22.26,USD,purchase,settled,Amazon Marketplace,retail,157.189.200.149,dev_user_97db7b8708d5
TXN_003017,ACC_000456,INST_000698,,2026-06-17T02:04:39+00:00,21.33,USD,purchase,settled,PlayStation Network,gaming,179.11.190.165,dev_user_e680450c24d5
TXN_002661,ACC_000391,INST_000599,,2026-06-17T03:20:36+00:00,120.8,USD,deposit,settled,Coinbase Exchange,crypto_exchange,207.213.204.161,dev_user_4adba0d50f1e
TXN_002966,ACC_000446,INST_000684,,2026-06-17T05:49:55+00:00,60.34,USD,purchase,settled,Airbnb Reservations,travel,15.74.242.245,dev_user_adf97bc43700
TXN_002875,ACC_000430,INST_000661,,2026-06-17T09:33:22+00:00,125.02,USD,purchase,settled,Starbucks Rewards,dining,44.160.246.169,dev_user_5d163c4be50c
TXN_003371,ACC_000521,INST_000791,,2026-06-17T12:38:33+00:00,101.99,USD,purchase,settled,Delta Airlines,travel,200.87.195.168,dev_user_0d935b0eb9db
TXN_003298,ACC_000509,INST_000776,,2026-06-17T19:05:45+00:00,85.0,USD,purchase,settled,Uber Eats,food_delivery,196.90.218.253,dev_user_efcd1f33e9d7
TXN_001307,ACC_000156,INST_000274,,2026-06-17T21:19:05+00:00,16.78,USD,purchase,settled,Uber Eats,food_delivery,73.189.44.120,dev_family_ipad_living_room
TXN_001014,ACC_000136,INST_000254,,2026-06-18T02:52:39+00:00,34.75,USD,purchase,settled,Amazon Marketplace,retail,198.51.100.45,dev_student_laptop_e7fb4cfb
TXN_002634,ACC_000385,INST_000589,,2026-06-18T03:34:11+00:00,149.34,USD,purchase,settled,Razer Gold,gaming_cards,195.72.92.111,dev_user_cc897801d8f0
TXN_002532,ACC_000368,INST_000567,,2026-06-18T07:08:12+00:00,17.01,USD,purchase,settled,PlayStation Network,gaming,143.224.0.225,dev_user_bda59abec9b8
TXN_001581,ACC_000197,INST_000319,,2026-06-18T09:45:55+00:00,56.77,USD,purchase,settled,PlayStation Network,gaming,166.190.186.195,dev_user_bca5a245aa83
TXN_001468,ACC_000170,INST_000288,,2026-06-18T10:21:13+00:00,95.59,USD,purchase,settled,Uber Eats,food_delivery,73.189.44.120,dev_family_ipad_living_room
TXN_001085,ACC_000142,INST_000260,,2026-06-18T10:36:39+00:00,43.24,USD,purchase,settled,Target Digital,retail,198.51.100.45,dev_student_laptop_8adf3ce1
TXN_002186,ACC_000303,INST_000480,,2026-06-18T12:26:45+00:00,73.43,USD,purchase,settled,Uber Eats,food_delivery,13.198.187.220,dev_user_4f962b322076
TXN_002174,ACC_000301,INST_000477,,2026-06-18T16:44:45+00:00,29.3,USD,p2p_transfer,settled,Direct P2P Transfer,p2p_transfer,55.193.240.105,dev_user_6bc72af5ae94
TXN_003280,ACC_000504,INST_000769,,2026-06-18T20:39:53+00:00,220.46,USD,p2p_transfer,settled,Direct P2P Transfer,p2p_transfer,188.168.184.6,dev_user_08ade2a9868d
TXN_002921,ACC_000437,INST_000672,,2026-06-18T21:02:41+00:00,372.51,USD,deposit,settled,Coinbase Exchange,crypto_exchange,187.125.63.182,dev_user_b5a13b2dd7be
TXN_002030,ACC_000276,INST_000442,,2026-06-18T23:04:02+00:00,139.51,USD,purchase,settled,Delta Airlines,travel,185.222.146.88,dev_user_a46030cf7c96
TXN_001727,ACC_000222,INST_000364,,2026-06-19T02:34:49+00:00,180.46,USD,purchase,settled,Delta Airlines,travel,99.246.184.118,dev_user_f10840e03804
TXN_003199,ACC_000488,INST_000743,,2026-06-19T03:23:48+00:00,54.81,USD,purchase,failed,Platform Promo Bonus,promo_reward,217.144.26.103,dev_user_b715d7df288a
TXN_003490,ACC_000541,INST_000821,,2026-06-19T04:21:09+00:00,191.27,USD,p2p_transfer,settled,Direct P2P Transfer,p2p_transfer,195.56.202.109,dev_user_29bcedb40476
TXN_002749,ACC_000408,INST_000627,,2026-06-19T05:50:21+00:00,85.99,USD,purchase,settled,Target Digital,retail,169.76.157.105,dev_user_c4ec735c13ca
TXN_001620,ACC_000205,INST_000332,,2026-06-19T06:39:10+00:00,210.42,USD,p2p_transfer,settled,Direct P2P Transfer,p2p_transfer,157.189.200.149,dev_user_97db7b8708d5
TXN_001475,ACC_000170,INST_000288,,2026-06-19T07:25:34+00:00,63.64,USD,purchase,settled,Walmart Online,retail,73.189.44.120,dev_family_ipad_living_room
TXN_001652,ACC_000211,INST_000342,,2026-06-19T14:03:28+00:00,19.95,USD,purchase,settled,Walmart Online,retail,199.94.203.245,dev_user_8d32a4caefe7
TXN_001995,ACC_000271,INST_000433,,2026-06-19T15:13:35+00:00,9.67,USD,purchase,settled,Walmart Online,retail,108.241.153.236,dev_user_75aeda0d9e6a
TXN_002338,ACC_000331,INST_000520,,2026-06-19T16:01:56+00:00,714.99,USD,deposit,settled,Kraken Pay,crypto_exchange,112.226.248.149,dev_user_7297c5dc069e
TXN_001131,ACC_000145,INST_000263,,2026-06-19T16:06:00+00:00,44.86,USD,purchase,settled,DoorDash,food_delivery,198.51.100.45,dev_student_laptop_cee9a40e
TXN_001030,ACC_000138,INST_000256,,2026-06-19T18:06:07+00:00,53.88,USD,purchase,settled,DoorDash,food_delivery,198.51.100.45,dev_student_laptop_f30a3f36
TXN_001556,ACC_000193,INST_000313,,2026-06-19T19:06:54+00:00,67.14,USD,purchase,settled,Apple App Store,digital_goods,199.10.0.23,dev_user_2fe27c3b4f32
TXN_003300,ACC_000509,INST_000776,,2026-06-19T20:25:42+00:00,34.89,USD,purchase,settled,PlayStation Network,gaming,173.85.245.86,dev_user_efcd1f33e9d7
TXN_002054,ACC_000280,INST_000447,,2026-06-20T02:23:59+00:00,108.74,USD,purchase,settled,Apex Property Management,real_estate,211.175.128.19,dev_user_8527f21e795d
TXN_001734,ACC_000224,INST_000366,,2026-06-20T02:58:31+00:00,15.33,USD,purchase,settled,Walmart Online,retail,61.145.5.63,dev_user_6fb8dada74a2
TXN_002548,ACC_000371,INST_000570,,2026-06-20T03:11:49+00:00,34.49,USD,purchase,settled,PlayStation Network,gaming,212.70.50.10,dev_user_8d24af5a02d1
TXN_002488,ACC_000360,INST_000556,,2026-06-20T04:19:45+00:00,24.2,USD,purchase,settled,PlayStation Network,gaming,194.5.78.72,dev_user_1bcf61e30fc1
TXN_001054,ACC_000140,INST_000258,,2026-06-20T04:36:46+00:00,20.48,USD,purchase,settled,Target Digital,retail,198.51.100.45,dev_student_laptop_30e30ad3
TXN_001173,ACC_000148,INST_000266,,2026-06-20T08:10:58+00:00,62.72,USD,purchase,settled,Starbucks Rewards,dining,198.51.100.45,dev_student_laptop_46c4c40a
TXN_001469,ACC_000170,INST_000288,,2026-06-20T12:14:29+00:00,28.12,USD,purchase,settled,Uber Eats,food_delivery,73.189.44.120,dev_family_ipad_living_room
TXN_002332,ACC_000330,INST_000517,,2026-06-20T15:49:01+00:00,533.57,USD,deposit,settled,Coinbase Exchange,crypto_exchange,205.6.212.75,dev_user_753c8509d67e
TXN_001719,ACC_000220,INST_000361,,2026-06-20T16:35:49+00:00,102.46,USD,purchase,settled,Amazon Marketplace,retail,184.3.3.141,dev_user_209151cbd2b3
TXN_001009,ACC_000136,INST_000254,,2026-06-20T20:15:34+00:00,66.42,USD,purchase,settled,Target Digital,retail,198.51.100.45,dev_student_laptop_e7fb4cfb
TXN_003166,ACC_000482,INST_000737,,2026-06-20T22:28:09+00:00,29.6,USD,purchase,settled,Google Play Store,digital_goods,197.213.118.5,dev_user_127543f8fa3a
TXN_001439,ACC_000167,INST_000285,,2026-06-21T06:32:27+00:00,107.86,USD,purchase,settled,Walmart Online,retail,73.189.44.120,dev_family_ipad_kitchen
TXN_001636,ACC_000208,INST_000338,,2026-06-21T07:40:14+00:00,108.08,USD,purchase,settled,Airbnb Reservations,travel,183.176.187.209,dev_user_02abc293a03a
TXN_002920,ACC_000437,INST_000672,,2026-06-21T09:42:27+00:00,296.34,USD,purchase,settled,Airbnb Reservations,travel,187.125.63.182,dev_user_b5a13b2dd7be
TXN_001321,ACC_000158,INST_000276,,2026-06-21T11:05:38+00:00,115.18,USD,purchase,settled,Walmart Online,retail,73.189.44.120,dev_family_ipad_living_room
TXN_000777,ACC_000047,INST_000175,,2026-06-21T12:06:00+00:00,50.0,USD,promo_redemption,settled,Platform Promo Bonus,promo_reward,185.191.171.12,dev_farm_bluestacks_01
TXN_000778,ACC_000047,INST_000175,,2026-06-21T12:15:00+00:00,49.99,USD,purchase,settled,Amazon Marketplace,retail,185.191.171.12,dev_farm_bluestacks_01
TXN_000779,ACC_000048,INST_000176,,2026-06-21T12:18:00+00:00,50.0,USD,promo_redemption,settled,Platform Promo Bonus,promo_reward,185.191.171.12,dev_farm_bluestacks_02
TXN_000780,ACC_000048,INST_000176,,2026-06-21T12:27:00+00:00,49.99,USD,purchase,settled,Amazon Marketplace,retail,185.191.171.12,dev_farm_bluestacks_02
TXN_000781,ACC_000049,INST_000177,,2026-06-21T12:30:00+00:00,50.0,USD,promo_redemption,settled,Platform Promo Bonus,promo_reward,185.191.171.12,dev_farm_bluestacks_01
TXN_000782,ACC_000049,INST_000177,,2026-06-21T12:39:00+00:00,49.99,USD,purchase,settled,Amazon Marketplace,retail,185.191.171.12,dev_farm_bluestacks_01
TXN_000783,ACC_000050,INST_000178,,2026-06-21T12:42:00+00:00,50.0,USD,promo_redemption,settled,Platform Promo Bonus,promo_reward,185.191.171.12,dev_farm_bluestacks_02
TXN_000784,ACC_000050,INST_000178,,2026-06-21T12:51:00+00:00,49.99,USD,purchase,settled,Amazon Marketplace,retail,185.191.171.12,dev_farm_bluestacks_02
TXN_000785,ACC_000051,INST_000179,,2026-06-21T12:54:00+00:00,50.0,USD,promo_redemption,settled,Platform Promo Bonus,promo_reward,185.191.171.12,dev_farm_bluestacks_01
TXN_000786,ACC_000051,INST_000179,,2026-06-21T13:03:00+00:00,49.99,USD,purchase,settled,Amazon Marketplace,retail,185.191.171.12,dev_farm_bluestacks_01
TXN_000787,ACC_000052,INST_000180,,2026-06-21T13:06:00+00:00,50.0,USD,promo_redemption,settled,Platform Promo Bonus,promo_reward,185.191.171.12,dev_farm_bluestacks_02
TXN_000788,ACC_000052,INST_000180,,2026-06-21T13:15:00+00:00,49.99,USD,purchase,settled,Amazon Marketplace,retail,185.191.171.12,dev_farm_bluestacks_02
TXN_000789,ACC_000053,INST_000181,,2026-06-21T13:18:00+00:00,50.0,USD,promo_redemption,settled,Platform Promo Bonus,promo_reward,185.191.171.12,dev_farm_bluestacks_01
TXN_000790,ACC_000053,INST_000181,,2026-06-21T13:27:00+00:00,49.99,USD,purchase,settled,Amazon Marketplace,retail,185.191.171.12,dev_farm_bluestacks_01
TXN_000791,ACC_000054,INST_000182,,2026-06-21T13:30:00+00:00,50.0,USD,promo_redemption,settled,Platform Promo Bonus,promo_reward,185.191.171.12,dev_farm_bluestacks_02
TXN_000792,ACC_000054,INST_000182,,2026-06-21T13:39:00+00:00,49.99,USD,purchase,settled,Amazon Marketplace,retail,185.191.171.12,dev_farm_bluestacks_02
TXN_000793,ACC_000055,INST_000183,,2026-06-21T13:42:00+00:00,50.0,USD,promo_redemption,settled,Platform Promo Bonus,promo_reward,185.191.171.12,dev_farm_bluestacks_01
TXN_000794,ACC_000055,INST_000183,,2026-06-21T13:51:00+00:00,49.99,USD,purchase,settled,Amazon Marketplace,retail,185.191.171.12,dev_farm_bluestacks_01
TXN_000795,ACC_000056,INST_000184,,2026-06-21T13:54:00+00:00,50.0,USD,promo_redemption,settled,Platform Promo Bonus,promo_reward,185.191.171.12,dev_farm_bluestacks_02
TXN_000796,ACC_000056,INST_000184,,2026-06-21T14:03:00+00:00,49.99,USD,purchase,settled,Amazon Marketplace,retail,185.191.171.12,dev_farm_bluestacks_02
TXN_000797,ACC_000057,INST_000185,,2026-06-21T14:06:00+00:00,50.0,USD,promo_redemption,settled,Platform Promo Bonus,promo_reward,185.191.171.12,dev_farm_bluestacks_01
TXN_000798,ACC_000057,INST_000185,,2026-06-21T14:15:00+00:00,49.99,USD,purchase,settled,Amazon Marketplace,retail,185.191.171.12,dev_farm_bluestacks_01
TXN_000799,ACC_000058,INST_000186,,2026-06-21T14:18:00+00:00,50.0,USD,promo_redemption,settled,Platform Promo Bonus,promo_reward,185.191.171.12,dev_farm_bluestacks_02
TXN_000800,ACC_000058,INST_000186,,2026-06-21T14:27:00+00:00,49.99,USD,purchase,settled,Amazon Marketplace,retail,185.191.171.12,dev_farm_bluestacks_02
TXN_000801,ACC_000059,INST_000187,,2026-06-21T14:30:00+00:00,50.0,USD,promo_redemption,settled,Platform Promo Bonus,promo_reward,185.191.171.12,dev_farm_bluestacks_01
TXN_000802,ACC_000059,INST_000187,,2026-06-21T14:39:00+00:00,49.99,USD,purchase,settled,Amazon Marketplace,retail,185.191.171.12,dev_farm_bluestacks_01
TXN_000803,ACC_000060,INST_000188,,2026-06-21T14:42:00+00:00,50.0,USD,promo_redemption,settled,Platform Promo Bonus,promo_reward,185.191.171.12,dev_farm_bluestacks_02
TXN_000804,ACC_000060,INST_000188,,2026-06-21T14:51:00+00:00,49.99,USD,purchase,settled,Amazon Marketplace,retail,185.191.171.12,dev_farm_bluestacks_02
TXN_000805,ACC_000061,INST_000189,,2026-06-21T14:54:00+00:00,50.0,USD,promo_redemption,settled,Platform Promo Bonus,promo_reward,185.191.171.12,dev_farm_bluestacks_01
