account_id,is_abuse,ring_id,ring_type,shared_signals,notes
ACC_000034,True,RING_03_CARD_TESTING,card_testing,"[""card_fingerprint_overlap"", ""distributed_card_cycling""]",Distributed ring sharing a common pool of stolen card fingerprints across distinct accounts.
ACC_000035,True,RING_03_CARD_TESTING,card_testing,"[""card_fingerprint_overlap"", ""distributed_card_cycling""]",Distributed ring sharing a common pool of stolen card fingerprints across distinct accounts.
ACC_000036,True,RING_03_CARD_TESTING,card_testing,"[""card_fingerprint_overlap"", ""distributed_card_cycling""]",Distributed ring sharing a common pool of stolen card fingerprints across distinct accounts.
ACC_000037,True,RING_04_CARD_TESTING,card_testing,"[""ip_address"", ""merchant_category_gaming"", ""high_velocity_burst""]",Burst card testing targeting gaming merchants from a single proxy IP.
ACC_000038,True,RING_04_CARD_TESTING,card_testing,"[""ip_address"", ""merchant_category_gaming"", ""high_velocity_burst""]",Burst card testing targeting gaming merchants from a single proxy IP.
ACC_000039,True,RING_04_CARD_TESTING,card_testing,"[""ip_address"", ""merchant_category_gaming"", ""high_velocity_burst""]",Burst card testing targeting gaming merchants from a single proxy IP.
ACC_000040,True,RING_04_CARD_TESTING,card_testing,"[""ip_address"", ""merchant_category_gaming"", ""high_velocity_burst""]",Burst card testing targeting gaming merchants from a single proxy IP.
ACC_000041,True,RING_04_CARD_TESTING,card_testing,"[""ip_address"", ""merchant_category_gaming"", ""high_velocity_burst""]",Burst card testing targeting gaming merchants from a single proxy IP.
ACC_000042,True,RING_04_CARD_TESTING,card_testing,"[""ip_address"", ""merchant_category_gaming"", ""high_velocity_burst""]",Burst card testing targeting gaming merchants from a single proxy IP.
ACC_000043,True,RING_04_CARD_TESTING,card_testing,"[""ip_address"", ""merchant_category_gaming"", ""high_velocity_burst""]",Burst card testing targeting gaming merchants from a single proxy IP.
ACC_000044,True,RING_04_CARD_TESTING,card_testing,"[""ip_address"", ""merchant_category_gaming"", ""high_velocity_burst""]",Burst card testing targeting gaming merchants from a single proxy IP.
ACC_000045,True,RING_04_CARD_TESTING,card_testing,"[""ip_address"", ""merchant_category_gaming"", ""high_velocity_burst""]",Burst card testing targeting gaming merchants from a single proxy IP.
ACC_000046,True,RING_04_CARD_TESTING,card_testing,"[""ip_address"", ""merchant_category_gaming"", ""high_velocity_burst""]",Burst card testing targeting gaming merchants from a single proxy IP.
ACC_000047,True,RING_05_PROMO_ABUSE,promo_abuse,"[""email_base_pattern"", ""device_farm_ids"", ""shared_ip"", ""instant_promo_redemption""]",Sybil farm exploiting sign-up promotions via email plus-addressing on shared emulator devices.
ACC_000048,True,RING_05_PROMO_ABUSE,promo_abuse,"[""email_base_pattern"", ""device_farm_ids"", ""shared_ip"", ""instant_promo_redemption""]",Sybil farm exploiting sign-up promotions via email plus-addressing on shared emulator devices.
ACC_000049,True,RING_05_PROMO_ABUSE,promo_abuse,"[""email_base_pattern"", ""device_farm_ids"", ""shared_ip"", ""instant_promo_redemption""]",Sybil farm exploiting sign-up promotions via email plus-addressing on shared emulator devices.
ACC_000050,True,RING_05_PROMO_ABUSE,promo_abuse,"[""email_base_pattern"", ""device_farm_ids"", ""shared_ip"", ""instant_promo_redemption""]",Sybil farm exploiting sign-up promotions via email plus-addressing on shared emulator devices.
ACC_000051,True,RING_05_PROMO_ABUSE,promo_abuse,"[""email_base_pattern"", ""device_farm_ids"", ""shared_ip"", ""instant_promo_redemption""]",Sybil farm exploiting sign-up promotions via email plus-addressing on shared emulator devices.
ACC_000052,True,RING_05_PROMO_ABUSE,promo_abuse,"[""email_base_pattern"", ""device_farm_ids"", ""shared_ip"", ""instant_promo_redemption""]",Sybil farm exploiting sign-up promotions via email plus-addressing on shared emulator devices.
ACC_000053,True,RING_05_PROMO_ABUSE,promo_abuse,"[""email_base_pattern"", ""device_farm_ids"", ""shared_ip"", ""instant_promo_redemption""]",Sybil farm exploiting sign-up promotions via email plus-addressing on shared emulator devices.
ACC_000054,True,RING_05_PROMO_ABUSE,promo_abuse,"[""email_base_pattern"", ""device_farm_ids"", ""shared_ip"", ""instant_promo_redemption""]",Sybil farm exploiting sign-up promotions via email plus-addressing on shared emulator devices.
ACC_000055,True,RING_05_PROMO_ABUSE,promo_abuse,"[""email_base_pattern"", ""device_farm_ids"", ""shared_ip"", ""instant_promo_redemption""]",Sybil farm exploiting sign-up promotions via email plus-addressing on shared emulator devices.
ACC_000056,True,RING_05_PROMO_ABUSE,promo_abuse,"[""email_base_pattern"", ""device_farm_ids"", ""shared_ip"", ""instant_promo_redemption""]",Sybil farm exploiting sign-up promotions via email plus-addressing on shared emulator devices.
ACC_000057,True,RING_05_PROMO_ABUSE,promo_abuse,"[""email_base_pattern"", ""device_farm_ids"", ""shared_ip"", ""instant_promo_redemption""]",Sybil farm exploiting sign-up promotions via email plus-addressing on shared emulator devices.
ACC_000058,True,RING_05_PROMO_ABUSE,promo_abuse,"[""email_base_pattern"", ""device_farm_ids"", ""shared_ip"", ""instant_promo_redemption""]",Sybil farm exploiting sign-up promotions via email plus-addressing on shared emulator devices.
ACC_000059,True,RING_05_PROMO_ABUSE,promo_abuse,"[""email_base_pattern"", ""device_farm_ids"", ""shared_ip"", ""instant_promo_redemption""]",Sybil farm exploiting sign-up promotions via email plus-addressing on shared emulator devices.
ACC_000060,True,RING_05_PROMO_ABUSE,promo_abuse,"[""email_base_pattern"", ""device_farm_ids"", ""shared_ip"", ""instant_promo_redemption""]",Sybil farm exploiting sign-up promotions via email plus-addressing on shared emulator devices.
ACC_000061,True,RING_05_PROMO_ABUSE,promo_abuse,"[""email_base_pattern"", ""device_farm_ids"", ""shared_ip"", ""instant_promo_redemption""]",Sybil farm exploiting sign-up promotions via email plus-addressing on shared emulator devices.
ACC_000062,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Root recruiter in star-topology referral abuse network collecting referral bonus payouts.
ACC_000063,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000064,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000065,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000066,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000067,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000068,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000069,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000070,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000071,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000072,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000073,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000074,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000075,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000076,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000077,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000078,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000079,True,RING_06_PROMO_ABUSE,promo_abuse,"[""referral_star_topology"", ""card_bin_concentration"", ""phone_number_cluster""]",Child referee account in star-topology referral ring claiming sign-up rewards.
ACC_000080,True,RING_07_PROMO_ABUSE,promo_abuse,"[""disposable_email_domain"", ""shared_gateway_ip"", ""zero_dollar_voucher_churn""]",Disposable domain accounts churning coupon discount codes on shared gateway.
ACC_000081,True,RING_07_PROMO_ABUSE,promo_abuse,"[""disposable_email_domain"", ""shared_gateway_ip"", ""zero_dollar_voucher_churn""]",Disposable domain accounts churning coupon discount codes on shared gateway.
ACC_000082,True,RING_07_PROMO_ABUSE,promo_abuse,"[""disposable_email_domain"", ""shared_gateway_ip"", ""zero_dollar_voucher_churn""]",Disposable domain accounts churning coupon discount codes on shared gateway.
ACC_000083,True,RING_07_PROMO_ABUSE,promo_abuse,"[""disposable_email_domain"", ""shared_gateway_ip"", ""zero_dollar_voucher_churn""]",Disposable domain accounts churning coupon discount codes on shared gateway.
ACC_000084,True,RING_07_PROMO_ABUSE,promo_abuse,"[""disposable_email_domain"", ""shared_gateway_ip"", ""zero_dollar_voucher_churn""]",Disposable domain accounts churning coupon discount codes on shared gateway.
ACC_000085,True,RING_07_PROMO_ABUSE,promo_abuse,"[""disposable_email_domain"", ""shared_gateway_ip"", ""zero_dollar_voucher_churn""]",Disposable domain accounts churning coupon discount codes on shared gateway.
ACC_000086,True,RING_07_PROMO_ABUSE,promo_abuse,"[""disposable_email_domain"", ""shared_gateway_ip"", ""zero_dollar_voucher_churn""]",Disposable domain accounts churning coupon discount codes on shared gateway.
ACC_000087,True,RING_07_PROMO_ABUSE,promo_abuse,"[""disposable_email_domain"", ""shared_gateway_ip"", ""zero_dollar_voucher_churn""]",Disposable domain accounts churning coupon discount codes on shared gateway.
ACC_000088,True,RING_07_PROMO_ABUSE,promo_abuse,"[""disposable_email_domain"", ""shared_gateway_ip"", ""zero_dollar_voucher_churn""]",Disposable domain accounts churning coupon discount codes on shared gateway.
ACC_000089,True,RING_07_PROMO_ABUSE,promo_abuse,"[""disposable_email_domain"", ""shared_gateway_ip"", ""zero_dollar_voucher_churn""]",Disposable domain accounts churning coupon discount codes on shared gateway.
ACC_000090,True,RING_07_PROMO_ABUSE,promo_abuse,"[""disposable_email_domain"", ""shared_gateway_ip"", ""zero_dollar_voucher_churn""]",Disposable domain accounts churning coupon discount codes on shared gateway.
ACC_000091,True,RING_07_PROMO_ABUSE,promo_abuse,"[""disposable_email_domain"", ""shared_gateway_ip"", ""zero_dollar_voucher_churn""]",Disposable domain accounts churning coupon discount codes on shared gateway.
ACC_000092,True,RING_08_CASHOUT,cash_out,"[""shared_payout_destination_hash"", ""funnel_consolidation"", ""rapid_payout_drain""]",Mule account funnelling stolen card deposits into a single shared crypto/bank consolidation endpoint.
ACC_000093,True,RING_08_CASHOUT,cash_out,"[""shared_payout_destination_hash"", ""funnel_consolidation"", ""rapid_payout_drain""]",Mule account funnelling stolen card deposits into a single shared crypto/bank consolidation endpoint.
ACC_000094,True,RING_08_CASHOUT,cash_out,"[""shared_payout_destination_hash"", ""funnel_consolidation"", ""rapid_payout_drain""]",Mule account funnelling stolen card deposits into a single shared crypto/bank consolidation endpoint.
ACC_000095,True,RING_08_CASHOUT,cash_out,"[""shared_payout_destination_hash"", ""funnel_consolidation"", ""rapid_payout_drain""]",Mule account funnelling stolen card deposits into a single shared crypto/bank consolidation endpoint.
ACC_000096,True,RING_08_CASHOUT,cash_out,"[""shared_payout_destination_hash"", ""funnel_consolidation"", ""rapid_payout_drain""]",Mule account funnelling stolen card deposits into a single shared crypto/bank consolidation endpoint.
ACC_000097,True,RING_08_CASHOUT,cash_out,"[""shared_payout_destination_hash"", ""funnel_consolidation"", ""rapid_payout_drain""]",Mule account funnelling stolen card deposits into a single shared crypto/bank consolidation endpoint.
ACC_000098,True,RING_08_CASHOUT,cash_out,"[""shared_payout_destination_hash"", ""funnel_consolidation"", ""rapid_payout_drain""]",Mule account funnelling stolen card deposits into a single shared crypto/bank consolidation endpoint.
ACC_000099,True,RING_08_CASHOUT,cash_out,"[""shared_payout_destination_hash"", ""funnel_consolidation"", ""rapid_payout_drain""]",Mule account funnelling stolen card deposits into a single shared crypto/bank consolidation endpoint.
ACC_000100,True,RING_08_CASHOUT,cash_out,"[""shared_payout_destination_hash"", ""funnel_consolidation"", ""rapid_payout_drain""]",Mule account funnelling stolen card deposits into a single shared crypto/bank consolidation endpoint.
ACC_000101,True,RING_08_CASHOUT,cash_out,"[""shared_payout_destination_hash"", ""funnel_consolidation"", ""rapid_payout_drain""]",Mule account funnelling stolen card deposits into a single shared crypto/bank consolidation endpoint.
ACC_000102,True,RING_08_CASHOUT,cash_out,"[""shared_payout_destination_hash"", ""funnel_consolidation"", ""rapid_payout_drain""]",Mule account funnelling stolen card deposits into a single shared crypto/bank consolidation endpoint.
ACC_000103,True,RING_08_CASHOUT,cash_out,"[""shared_payout_destination_hash"", ""funnel_consolidation"", ""rapid_payout_drain""]",Mule account funnelling stolen card deposits into a single shared crypto/bank consolidation endpoint.
ACC_000104,True,RING_08_CASHOUT,cash_out,"[""shared_payout_destination_hash"", ""funnel_consolidation"", ""rapid_payout_drain""]",Mule account funnelling stolen card deposits into a single shared crypto/bank consolidation endpoint.
ACC_000105,True,RING_08_CASHOUT,cash_out,"[""shared_payout_destination_hash"", ""funnel_consolidation"", ""rapid_payout_drain""]",Mule account funnelling stolen card deposits into a single shared crypto/bank consolidation endpoint.
ACC_000106,True,RING_08_CASHOUT,cash_out,"[""shared_payout_destination_hash"", ""funnel_consolidation"", ""rapid_payout_drain""]",Mule account funnelling stolen card deposits into a single shared crypto/bank consolidation endpoint.
ACC_000107,True,RING_09_CASHOUT,cash_out,"[""shared_controller_device"", ""structured_amounts"", ""short_holding_time""]",Coordinated cash-out operation using shared control hardware with structured $900+ withdrawals.
ACC_000108,True,RING_09_CASHOUT,cash_out,"[""shared_controller_device"", ""structured_amounts"", ""short_holding_time""]",Coordinated cash-out operation using shared control hardware with structured $900+ withdrawals.
ACC_000109,True,RING_09_CASHOUT,cash_out,"[""shared_controller_device"", ""structured_amounts"", ""short_holding_time""]",Coordinated cash-out operation using shared control hardware with structured $900+ withdrawals.
ACC_000110,True,RING_09_CASHOUT,cash_out,"[""shared_controller_device"", ""structured_amounts"", ""short_holding_time""]",Coordinated cash-out operation using shared control hardware with structured $900+ withdrawals.
ACC_000111,True,RING_09_CASHOUT,cash_out,"[""shared_controller_device"", ""structured_amounts"", ""short_holding_time""]",Coordinated cash-out operation using shared control hardware with structured $900+ withdrawals.
ACC_000112,True,RING_09_CASHOUT,cash_out,"[""shared_controller_device"", ""structured_amounts"", ""short_holding_time""]",Coordinated cash-out operation using shared control hardware with structured $900+ withdrawals.
ACC_000113,True,RING_09_CASHOUT,cash_out,"[""shared_controller_device"", ""structured_amounts"", ""short_holding_time""]",Coordinated cash-out operation using shared control hardware with structured $900+ withdrawals.
ACC_000114,True,RING_09_CASHOUT,cash_out,"[""shared_controller_device"", ""structured_amounts"", ""short_holding_time""]",Coordinated cash-out operation using shared control hardware with structured $900+ withdrawals.
ACC_000115,True,RING_09_CASHOUT,cash_out,"[""shared_controller_device"", ""structured_amounts"", ""short_holding_time""]",Coordinated cash-out operation using shared control hardware with structured $900+ withdrawals.
ACC_000116,True,RING_09_CASHOUT,cash_out,"[""shared_controller_device"", ""structured_amounts"", ""short_holding_time""]",Coordinated cash-out operation using shared control hardware with structured $900+ withdrawals.
ACC_000117,True,RING_09_CASHOUT,cash_out,"[""shared_controller_device"", ""structured_amounts"", ""short_holding_time""]",Coordinated cash-out operation using shared control hardware with structured $900+ withdrawals.
ACC_000118,True,RING_09_CASHOUT,cash_out,"[""shared_controller_device"", ""structured_amounts"", ""short_holding_time""]",Coordinated cash-out operation using shared control hardware with structured $900+ withdrawals.
ACC_000119,True,RING_09_CASHOUT,cash_out,"[""shared_controller_device"", ""structured_amounts"", ""short_holding_time""]",Coordinated cash-out operation using shared control hardware with structured $900+ withdrawals.
ACC_000120,True,RING_09_CASHOUT,cash_out,"[""shared_controller_device"", ""structured_amounts"", ""short_holding_time""]",Coordinated cash-out operation using shared control hardware with structured $900+ withdrawals.
ACC_000121,True,RING_10_CASHOUT,cash_out,"[""p2p_layering_topology"", ""shared_recovery_phone"", ""exit_destination_overlap""]",Layer 1 node in 3-tier layering mule network terminating in shared exit endpoints.
ACC_000122,True,RING_10_CASHOUT,cash_out,"[""p2p_layering_topology"", ""shared_recovery_phone"", ""exit_destination_overlap""]",Layer 1 node in 3-tier layering mule network terminating in shared exit endpoints.
ACC_000123,True,RING_10_CASHOUT,cash_out,"[""p2p_layering_topology"", ""shared_recovery_phone"", ""exit_destination_overlap""]",Layer 1 node in 3-tier layering mule network terminating in shared exit endpoints.
ACC_000124,True,RING_10_CASHOUT,cash_out,"[""p2p_layering_topology"", ""shared_recovery_phone"", ""exit_destination_overlap""]",Layer 1 node in 3-tier layering mule network terminating in shared exit endpoints.
ACC_000125,True,RING_10_CASHOUT,cash_out,"[""p2p_layering_topology"", ""shared_recovery_phone"", ""exit_destination_overlap""]",Layer 1 node in 3-tier layering mule network terminating in shared exit endpoints.
ACC_000126,True,RING_10_CASHOUT,cash_out,"[""p2p_layering_topology"", ""shared_recovery_phone"", ""exit_destination_overlap""]",Layer 2 node in 3-tier layering mule network terminating in shared exit endpoints.
ACC_000127,True,RING_10_CASHOUT,cash_out,"[""p2p_layering_topology"", ""shared_recovery_phone"", ""exit_destination_overlap""]",Layer 2 node in 3-tier layering mule network terminating in shared exit endpoints.
ACC_000128,True,RING_10_CASHOUT,cash_out,"[""p2p_layering_topology"", ""shared_recovery_phone"", ""exit_destination_overlap""]",Layer 2 node in 3-tier layering mule network terminating in shared exit endpoints.
ACC_000129,True,RING_10_CASHOUT,cash_out,"[""p2p_layering_topology"", ""shared_recovery_phone"", ""exit_destination_overlap""]",Layer 2 node in 3-tier layering mule network terminating in shared exit endpoints.
ACC_000130,True,RING_10_CASHOUT,cash_out,"[""p2p_layering_topology"", ""shared_recovery_phone"", ""exit_destination_overlap""]",Layer 2 node in 3-tier layering mule network terminating in shared exit endpoints.
ACC_000131,True,RING_10_CASHOUT,cash_out,"[""p2p_layering_topology"", ""shared_recovery_phone"", ""exit_destination_overlap""]",Layer 3 node in 3-tier layering mule network terminating in shared exit endpoints.
ACC_000132,True,RING_10_CASHOUT,cash_out,"[""p2p_layering_topology"", ""shared_recovery_phone"", ""exit_destination_overlap""]",Layer 3 node in 3-tier layering mule network terminating in shared exit endpoints.
ACC_000133,True,RING_10_CASHOUT,cash_out,"[""p2p_layering_topology"", ""shared_recovery_phone"", ""exit_destination_overlap""]",Layer 3 node in 3-tier layering mule network terminating in shared exit endpoints.
ACC_000134,True,RING_10_CASHOUT,cash_out,"[""p2p_layering_topology"", ""shared_recovery_phone"", ""exit_destination_overlap""]",Layer 3 node in 3-tier layering mule network terminating in shared exit endpoints.
ACC_000135,True,RING_10_CASHOUT,cash_out,"[""p2p_layering_topology"", ""shared_recovery_phone"", ""exit_destination_overlap""]",Layer 3 node in 3-tier layering mule network terminating in shared exit endpoints.
ACC_000136,False,LEGIT_CLUSTER_01_CAMPUS_IP,legit_shared_ip,"[""shared_public_ip""]",Legitimate university students/staff sharing campus gateway public NAT IP address.
ACC_000137,False,LEGIT_CLUSTER_01_CAMPUS_IP,legit_shared_ip,"[""shared_public_ip""]",Legitimate university students/staff sharing campus gateway public NAT IP address.
ACC_000138,False,LEGIT_CLUSTER_01_CAMPUS_IP,legit_shared_ip,"[""shared_public_ip""]",Legitimate university students/staff sharing campus gateway public NAT IP address.
ACC_000139,False,LEGIT_CLUSTER_01_CAMPUS_IP,legit_shared_ip,"[""shared_public_ip""]",Legitimate university students/staff sharing campus gateway public NAT IP address.
ACC_000140,False,LEGIT_CLUSTER_01_CAMPUS_IP,legit_shared_ip,"[""shared_public_ip""]",Legitimate university students/staff sharing campus gateway public NAT IP address.
ACC_000141,False,LEGIT_CLUSTER_01_CAMPUS_IP,legit_shared_ip,"[""shared_public_ip""]",Legitimate university students/staff sharing campus gateway public NAT IP address.
ACC_000142,False,LEGIT_CLUSTER_01_CAMPUS_IP,legit_shared_ip,"[""shared_public_ip""]",Legitimate university students/staff sharing campus gateway public NAT IP address.
ACC_000143,False,LEGIT_CLUSTER_01_CAMPUS_IP,legit_shared_ip,"[""shared_public_ip""]",Legitimate university students/staff sharing campus gateway public NAT IP address.
